data_id;Group;Date;Bat1;Bat2;Bat3;Bat4;Bat5;Bat6;Bat7;Bat8;Bat9;Bat10
1094;11;30/6/2021;982126058484299;982126058484302;982126057846231;982126058484302;NA;NA;NA;NA;NA;NA
1098;6;30/6/2021;982126057845067;982126051278470;900200000279506;900200000279517;900200000279470;982126057845225;982126057846238;NA;NA;NA
1105;5;30/6/2021;982126058484290;900200000279415;982126051278549;982126058484301;982126057846202;NA;NA;NA;NA;NA
1110;2;30/6/2021;900200000206691;982126058484287;982126058484254;982126057846227;982126057845162;NA;NA;NA;NA;NA
1115;1;1/7/2021;982126058484260;982126057845181;982126057845190;982126058484337;982126058484331;900200000279533;NA;NA;NA;NA
1121;10;1/7/2021;982126058484318;982126051278540;982126057845238;982126058484270;982126057846218;982126057846246;NA;NA;NA;NA
1127;5;2/7/2021;982126058484290;900200000279415;982126051278549;982126058484301;982126057846202;NA;NA;NA;NA;NA
1132;7;2/7/2021;982126057846208;982126052945896;982126051278564;982126058484305;982000359237615;982126051278504;NA;NA;NA;NA
1138;3;2/7/2021;982126058484346;900200000279490;982126058484334;982126058484312;982126057846193;NA;NA;NA;NA;NA
1143;2;3/7/2021;982126058484287;982126057846227;NA;NA;NA;NA;NA;NA;NA;NA
1145;6;3/7/2021;900200000279506;900200000279517;900200000279470;982126057845225;982126057846151;NA;NA;NA;NA;NA
1150;9;3/7/2021;982126057846222;981126058484277;982126058484300;982126051278521;982126058484315;982126058484263;NA;NA;NA;NA
1156;1;3/7/2021;982126058484291;982126058484260;982126057845205;982126058484254;982126057845204;982126058484287;982126057845162;900200000206691;982126057846227;982126058484322
1166;5;6/7/2021;982126058484290;900200000279415;982126051278549;982126058484301;NA;NA;NA;NA;NA;NA
1170;4;6/7/2021;982126051278491;982126057845201;900200000279422;982126057846209;NA;NA;NA;NA;NA;NA
1174;9;7/7/2021;982126058484277;982126051278521;982126057846222;982126058484263;982126058484315;982126058484300;NA;NA;NA;NA
1181;11;7/7/2021;982126058484299;982126058484302;982126057846231;NA;NA;NA;NA;NA;NA;NA
1184;4;7/7/2021;982126057846209;900200000279422;982126051278491;982126057845201;NA;NA;NA;NA;NA;NA
1188;5;9/7/2021;982126058484290;900200000279415;982126051278549;982126058484301;982126057846202;NA;NA;NA;NA;NA
1193;10;9/7/2021;900200000206430;982126051278540;982126058484270;982126057846246;NA;NA;NA;NA;NA;NA
1197;10;22/6/2021;900200000206430;982126057845238;982126051278540;982126058484270;982126057846218;NA;NA;NA;NA;NA
1202;10;17/9/2021;900200000206430;982126057845238;982126051278540;982126058484270;982126057846218;NA;NA;NA;NA;NA
1207;4;17/9/2021;982126051278491;982126057845201;900200000279422;982126057846209;NA;NA;NA;NA;NA;NA
1211;12;17/9/2021;982126057845204;982126057845205;982126057845162;982126058484322;NA;NA;NA;NA;NA;NA
1215;9;17/9/2021;982126057846222;981126058484277;982126051278521;982126058484300;982126058484263;NA;NA;NA;NA;NA
1220;1;17/9/2021;982126058484287;900200000206691;982126057846227;NA;NA;NA;NA;NA;NA;NA
1223;8;17/9/2021;982126051278475;900200000279820;982126057846186;NA;NA;NA;NA;NA;NA;NA
1226;3;17/9/2021;982126058484346;900200000279490;982126058484334;982126058484312;982126057846193;982126057845194;NA;NA;NA;NA
1232;10;18/9/2021;900200000206430;982126057845238;982126051278540;982126058484270;982126057846218;NA;NA;NA;NA;NA
1237;5;18/9/2021;982126058484290;900200000279415;982126051278549;982126058484301;982126057846202;NA;NA;NA;NA;NA
1242;3;19/9/2021;900200000279490;982126058484334;982126058484312;982126057846193;982126057845194;NA;NA;NA;NA;NA
1247;11;19/9/2021;982126058484302;982126057846231;NA;NA;NA;NA;NA;NA;NA;NA
1249;9;19/9/2021;982126057846222;981126058484277;982126051278521;982126058484300;982126058484263;NA;NA;NA;NA;NA
1254;1;19/9/2021;982126057845181;982126057845190;982126058484337;982126058484331;900200000279533;NA;NA;NA;NA;NA
1259;12;19/9/2021;982126057845204;982126057845205;982126057845162;982126058484322;NA;NA;NA;NA;NA;NA
1263;9;19/9/2021;982126057846222;982126051278521;NA;NA;NA;NA;NA;NA;NA;NA
1265;8;20/9/2021;982126051278475;900200000279820;982126057846186;NA;NA;NA;NA;NA;NA;NA
1268;7;20/9/2021;982126057846208;982126052945896;982126051278564;982126058484305;982126051278504;982000359237615;NA;NA;NA;NA
1274;10;20/9/2021;982126051278540;982126057846218;NA;NA;NA;NA;NA;NA;NA;NA
1276;9;21/9/2021;982126057846222;981126058484277;982126051278521;982126058484300;982126058484263;NA;NA;NA;NA;NA
1281;10;21/9/2021;900200000206430;982126057845238;982126052945921;982126058484270;982126058484318;982126057846246;NA;NA;NA;NA
1287;4;22/9/2021;982126057846209;900200000279422;982126051278491;982126057845201;NA;NA;NA;NA;NA;NA
1291;5;22/9/2021;982126058484290;900200000279415;982126051278549;982126058484301;982126057846202;NA;NA;NA;NA;NA
1296;12;22/9/2021;982126057845204;982126057845205;982126057845162;982126058484322;NA;NA;NA;NA;NA;NA
1300;1;22/9/2021;982126057845181;982126057845190;982126058484337;982126058484331;900200000279533;NA;NA;NA;NA;NA
1305;2;22/9/2021;982126058484287;900200000206691;982126057846227;NA;NA;NA;NA;NA;NA;NA
1308;3;23/9/2021;982126058484346;900200000279490;982126058484334;982126058484312;982126057846193;982126057845194;NA;NA;NA;NA
1314;6;23/9/2021;982126057845067;982126051278470;900200000279506;900200000279517;900200000279470;982126057845225;982126057846238;NA;NA;NA
1321;11;23/9/2021;982126058484302;982126057846231;NA;NA;NA;NA;NA;NA;NA;NA
1323;5;24/9/2021;900200000279415;982126051278549;982126058484301;982126057846202;NA;NA;NA;NA;NA;NA
1327;7;24/9/2021;982126057846208;982126052945896;982126051278564;982126058484305;982126051278504;982000359237615;NA;NA;NA;NA
1333;10;24/9/2021;982126051278540;982126057846218;900200000206430;982126057845238;982126052945921;982126058484270;982126058484318;982126057846246;NA;NA
1341;9;25/9/2021;982126057846222;981126058484277;982126051278521;982126058484300;982126058484263;NA;NA;NA;NA;NA
1346;7;25/9/2021;982126057846208;982126052945896;982126051278564;982126058484305;982126051278504;982000359237615;NA;NA;NA;NA
1352;10;25/9/2021;982126051278540;982126057846218;NA;NA;NA;NA;NA;NA;NA;NA
